Event/Description,Position,A/C,Dimension,To go,Expected,Planned,Workpackage,W/O-Flags
DIARIA E-190/DIARIA EMBRAER E-190(2),,CDZ,D,"8d, 23h",23.07.2025,---,0,
COMP-71-0020/W9584674 /CF34-10E - FORWARD AND AFT CENTERBODY; GENERAL VISUAL INSPECTION,L,CDZ,H,84:00,23.07.2025,18.07.2025,CDZ63649,9584674
COMP-71-0026/W9891409 /CF34-10E - DRAIN TUBES; GENERAL VISUAL INSPECTION,L,CDZ,H,84:00,23.07.2025,18.07.2025,CDZ63649,9891409
COMP-71-0018/W9581599 /CF34-10E - OGV & FAIRING / GENERAL VISUAL INSPECTION / CONSOLIDATED,L,CDZ,H,84:00,23.07.2025,18.07.2025,CDZ63649,9581599
COMP-71-0031/W9893756 /CF34-10E - FAN BLADES AND SPINNER; GENERAL VISUAL INSPECTION,L,CDZ,H,84:00,23.07.2025,18.07.2025,CDZ63649,9893756
COMP-71-0025/W9892543 /CF34-10E - LUBE SYSTEM AND AGB ASSY COMPONENTS; GENERAL VISUAL INSP,L,CDZ,H,84:00,23.07.2025,18.07.2025,CDZ63649,9892543
COMP-71-0015/W11095106 /CF34-10E - FAN BLADE LUBRICATION CONSOLIDATED ON-WING INSPECTION RECOM,L,CDZ,C,63,23.07.2025,---,0,11095106
COMP-71-0019/W9581794 /CF34-10E - LPT REAR FRAME - GENERAL VISUAL INSPECTION / CONSOLIDATED,L,CDZ,H,84:00,23.07.2025,18.07.2025,CDZ63649,9581794
REPLACE 90002317-2WT/AUG10-2925/W11710769 (MAIN WHEEL TIRE ASSY),R01,CDZ,C,60,23.07.2025,---,0,11710769
DIARIA E-190/DIARIA EMBRAER E-190(2),,CET,D,"8d, 22h",23.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(2),,CEU,D,"8d, 22h",23.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CEV,D,"8d, 21h",23.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(2),,CHO,D,"8d, 23h",23.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(2),,CHQ,D,"8d, 21h",23.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(2),,CHR,D,"8d, 21h",23.07.2025,---,0,
11766044/QAR SYSTEM PROGRAMMING   WARNING IN ORDER TO AVOID INJURIES TO MAINTENANCE PERSONNEL OR...,,CIG,D,9,23.07.2025,---,0,11766044
REPLACE 5500-C1W-BF15A/P16012016/W9356299 (PORTABLE OXYGEN CYLINDER),AF1,CIH,D,9,23.07.2025,---,0,9356299
FF350FH/FUERA DE FASE 350 FH,,FPT,H,84:01,23.07.2025,---,0,
E190-34-0001/W11293105 /WEATHER RADAR – ELECTRICAL WIRING INSPECTION,,CET,D,10,24.07.2025,---,0,11293105
REPLACE 5912855-01/V01132/W11621470 (MAIN BATTERY),A,CEV,H,98:23,24.07.2025,---,0,11621470
FF350FH/FUERA DE FASE 350 FH,,CHS,H,108:32,24.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CHS,D,"9d, 23h",24.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CID,D,"9d, 17h",24.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CIE,D,"9d, 20h",24.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CIF,D,"9d, 22h",24.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CIG,D,"9d, 21h",24.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CIH,D,"9d, 22h",24.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CKZ,D,"9d, 19h",24.07.2025,---,0,
REPLACE 5500-C1W-BF15A/P10020880/W11376411 (PORTABLE OXYGEN CYLINDER),FW2,FPT,D,10,24.07.2025,---,0,11376411
COMP-32-0010/W11745094 /MLG SLIDING TUBE LUBRICATION AND NLG-MLG SLIDING TUBE (LH/RH) CLEANING,R,GIK,C,69,24.07.2025,---,0,11745094
COMP-32-0010/W11745093 /MLG SLIDING TUBE LUBRICATION AND NLG-MLG SLIDING TUBE (LH/RH) CLEANING,L,GIK,C,69,24.07.2025,---,0,11745093
IC01/W11200646 /INTERMEDIATE CHECK 1,,CDZ,H,104:28,25.07.2025,04.07.2025,CDZ64023,11200646
E190-25-0016/W11200692 /EGA CHART INSTALLATION CHECK,,CDZ,H,104:28,25.07.2025,04.07.2025,CDZ64023,11200692
E190-44-0001/W11200693 /IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS,,CDZ,H,104:28,25.07.2025,04.07.2025,CDZ64023,11200693
"E190-51-0002/W11200694 /CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML",,CDZ,H,104:28,25.07.2025,04.07.2025,CDZ64023,11200694
E190-52-0002/W11200697 /PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO,,CDZ,H,104:28,25.07.2025,04.07.2025,CDZ64023,11200697
E190-21-0005/W11200663 /REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS,,CDZ,H,104:28,25.07.2025,04.07.2025,CDZ64023,11200663
E190-24-0001/W11200667 /SPDA CLEANING PROGRAM,,CDZ,H,104:28,25.07.2025,04.07.2025,CDZ64023,11200667
E190-21-0003/W11200658 /REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS,,CDZ,H,104:28,25.07.2025,04.07.2025,CDZ64023,11200658
E190-57-0030/W11200707 /INSPECTION OF THE MF SPOILER SUPPORT FITTINGS (POSITIONS 3 TO 5) AND,,CDZ,H,104:28,25.07.2025,04.07.2025,CDZ64023,11200707
27-00-00-001C-U (0)/W11200837 / POWER CONTROL UNITS (PCU) - INTEGRITY TEST,,CDZ,H,104:28,25.07.2025,---,0,11200837
E190-29-0007/W11563285 /AIR BLEEDING OF THE HYDRAULIC SYSTEMS,,CET,H,109:40,25.07.2025,---,0,11563285
FF350FH/FUERA DE FASE 350 FH,,CEU,H,104:46,25.07.2025,---,0,
GNRL-25-0008/W11576524 /CABIN INTERIOR - AIRCRAFT DISINSECTION,,CID,D,11,25.07.2025,---,0,11576524
REPLACE 5912855-01/V01699/W11655794 (MAIN BATTERY),A,CIF,H,109:15,25.07.2025,---,0,11655794
IC01/W11134576 /INTERMEDIATE CHECK 1,,CIH,H,106:16,25.07.2025,21.07.2025,CIH64025,11134576
E190-52-0002/W11134564 /PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO,,CIH,H,106:16,25.07.2025,21.07.2025,CIH64025,11134564
E190-21-0005/W11134563 /REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS,,CIH,H,106:16,25.07.2025,21.07.2025,CIH64025,11134563
"E190-51-0002/W11134562 /CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML",,CIH,H,106:16,25.07.2025,21.07.2025,CIH64025,11134562
E190-57-0030/W11134569 /INSPECTION OF THE MF SPOILER SUPPORT FITTINGS (POSITIONS 3 TO 5) AND,,CIH,H,106:16,25.07.2025,21.07.2025,CIH64025,11134569
E190-44-0001/W11134568 /IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS,,CIH,H,106:16,25.07.2025,21.07.2025,CIH64025,11134568
E190-24-0001/W11134567 /SPDA CLEANING PROGRAM,,CIH,H,106:16,25.07.2025,21.07.2025,CIH64025,11134567
E190-25-0016/W11134566 /EGA CHART INSTALLATION CHECK,,CIH,H,106:16,25.07.2025,21.07.2025,CIH64025,11134566
E190-21-0003/W11134565 /REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS,,CIH,H,106:16,25.07.2025,21.07.2025,CIH64025,11134565
27-00-00-001C-U (0)/W11135445 / POWER CONTROL UNITS (PCU) - INTEGRITY TEST,,CIH,H,106:16,25.07.2025,---,0,11135445
FF100FH/FUERA DE FASE 100 FH(1),,CKZ,H,103:10,25.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CMA,D,"10d, 21h",25.07.2025,---,0,
FF100FH/FUERA DE FASE 100 FH(1),,CMA,H,111:31,25.07.2025,---,0,
FF350FH/FUERA DE FASE 350 FH,,CMB,H,108:39,25.07.2025,---,0,
FF100FH/FUERA DE FASE 100 FH(1),,CMB,H,111:06,25.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CMB,D,"10d, 23h",25.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CPI,D,"10d, 20h",25.07.2025,---,0,
GNRL-31-0001/PERIODIC READ OUT OF FDR,,CPI,D,11,25.07.2025,---,0,
E190-57-0105/LV-CPI - RH / LH WING - SLATS SEALS - REPETITIVE INSPECTIONS(1),,CPI,C,77,25.07.2025,---,0,
E190-53-0182/LV-CPI - REPETITIVE INSPECTIONS OF SPEED TAPE APPLIED ON WING TO FUSEL(1),,CPI,C,77,25.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CPJ,D,"10d, 20h",25.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,FPT,D,"10d, 22h",25.07.2025,---,0,
GNRL-25-0008/W11560370 /CABIN INTERIOR - AIRCRAFT DISINSECTION,,FPT,D,11,25.07.2025,---,0,11560370
DIARIA E-190/DIARIA EMBRAER E-190(3),,GIK,D,"10d, 22h",25.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,GIQ,D,"10d, 22h",25.07.2025,---,0,
FF100FH/FUERA DE FASE 100 FH(1),,GIQ,H,109:02,25.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CDY,D,"11d, 21h",26.07.2025,---,0,
GNRL-25-0008/W11603581 /CABIN INTERIOR - AIRCRAFT DISINSECTION,,CDY,D,12,26.07.2025,---,0,11603581
DIARIA E-190/DIARIA EMBRAER E-190(3),,CDZ,D,"11d, 23h",26.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CET,D,"11d, 22h",26.07.2025,---,0,
GNRL-25-0008/W11579579 /CABIN INTERIOR - AIRCRAFT DISINSECTION,,CET,D,12,26.07.2025,---,0,11579579
DIARIA E-190/DIARIA EMBRAER E-190(3),,CEU,D,"11d, 22h",26.07.2025,---,0,
REPLACE 5912855-01/X01377/W11559951 (MAIN BATTERY),A,CEU,H,117:54,26.07.2025,---,0,11559951
REPLACE 5912855-01/U02185/W11559956 (MAIN BATTERY),F,CEU,H,117:54,26.07.2025,---,0,11559956
FF350FH/FUERA DE FASE 350 FH,,CEV,H,113:16,26.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CHO,D,"11d, 23h",26.07.2025,---,0,
REPLACE RT-A1200/Y-501286/W11158151 (HALON PORTABLE EXTINGUISHER),AF2,CHO,D,12,26.07.2025,---,0,11158151
DIARIA E-190/DIARIA EMBRAER E-190(3),,CHQ,D,"11d, 21h",26.07.2025,---,0,
FF100FH/FUERA DE FASE 100 FH(1),,CHR,H,113:18,26.07.2025,---,0,
DIARIA E-190/DIARIA EMBRAER E-190(3),,CHR,D,"11d, 21h",26.07.2025,---,0,
REPLACE 90000581-1WTA/NOV10-3411/W11735135 (NOSE WHEEL TIRE ASSY),001,CID,C,80,26.07.2025,---,0,11735135
E190-29-0007/W11382596 /AIR BLEEDING OF THE HYDRAULIC SYSTEMS,,CIE,H,116:37,26.07.2025,---,0,11382596
E190-54-0020/W11021100 /LH PYLON LOWER LONK LUGS INSPECTION,,CIF,C,83,26.07.2025,---,0,11021100
E190-54-0021/W11021110 /RH PYLON LOWER LONK LUGS INSPECTION,,CIF,C,83,26.07.2025,---,0,11021110
FF350FH/FUERA DE FASE 350 FH,,CIH,H,117:19,26.07.2025,---,0,
COMP-71-0016/W10948329 /CF34-10E - MAIN IGNITER PLUG REPLACEMENT,R,CKZ,H,116:26,26.07.2025,---,0,10948329
COMP-71-0016/W10795600 /CF34-10E - MAIN IGNITER PLUG REPLACEMENT,R,CPJ,H,115:46,26.07.2025,---,0,10795600
FF100FH/FUERA DE FASE 100 FH(1),,FPT,H,115:02,26.07.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS,,CDZ,H,122:21,27.07.2025,---,0,
REPLACE 5912855-01/X01373/W11634749 (MAIN BATTERY),F,CDZ,H,117:20,27.07.2025,---,0,11634749
REPLACE 5912855-01/202310411/W11634740 (MAIN BATTERY),A,CDZ,H,117:20,27.07.2025,---,0,11634740
FF100FH/FUERA DE FASE 100 FH(1),,CET,H,130:05,27.07.2025,---,0,
FF100FH/FUERA DE FASE 100 FH(1),,CEV,H,127:31,27.07.2025,---,0,
IC01/W11098243 /INTERMEDIATE CHECK 1,,CHS,H,132:58,27.07.2025,26.07.2025,CHS64035,11098243
FF100FH/FUERA DE FASE 100 FH(1),,CHS,H,125:22,27.07.2025,---,0,
E190-25-0016/W11098161 /EGA CHART INSTALLATION CHECK,,CHS,H,132:58,27.07.2025,26.07.2025,CHS64035,11098161
"E190-51-0002/W11098162 /CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML",,CHS,H,132:58,27.07.2025,26.07.2025,CHS64035,11098162
E190-21-0003/W11098159 /REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS,,CHS,H,132:58,27.07.2025,26.07.2025,CHS64035,11098159
E190-44-0001/W11098150 /IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS,,CHS,H,132:58,27.07.2025,26.07.2025,CHS64035,11098150
GNRL-25-0008/W11617108 /CABIN INTERIOR - AIRCRAFT DISINSECTION,,CHS,D,13,27.07.2025,---,0,11617108
E190-24-0001/W11098079 /SPDA CLEANING PROGRAM,,CHS,H,132:58,27.07.2025,26.07.2025,CHS64035,11098079
E190-52-0002/W11099527 /PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO,,CHS,H,132:58,27.07.2025,26.07.2025,CHS64035,11099527
E190-21-0005/W11099509 /REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS,,CHS,H,132:58,27.07.2025,26.07.2025,CHS64035,11099509
27-00-00-001C-U (0)/W11098270 / POWER CONTROL UNITS (PCU) - INTEGRITY TEST,,CHS,H,132:58,27.07.2025,---,0,11098270
FF7500FH/6250FC/W8667133 /FUERA DE FASE FF 7500 FH/6250 FC,,CID,H,124:02,27.07.2025,04.07.2025,CID64036,8667133
REPLACE 33500026-1/32259C1/W111365 (FIRE EXTINGUISHER BOTTLE 150 CU IN),U,CID,D,13,27.07.2025,---,0,111365
GNRL-25-0008/W11581225 /CABIN INTERIOR - AIRCRAFT DISINSECTION,,CIG,D,13,27.07.2025,---,0,11581225
E190-34-0004/W10135594 /MODULAR RADIO CABINET - CLEANING,,CIG,H,125:43,27.07.2025,---,0,10135594
REPLACE 5500-C1W-BF15A/367213/W9356295 (PORTABLE OXYGEN CYLINDER),FW1,CIH,D,13,27.07.2025,---,0,9356295
REPLACE 5500-C1W-BF15A/361912/W9346696 (PORTABLE OXYGEN CYLINDER),AF1,CKZ,D,13,27.07.2025,---,0,9346696
REPLACE 5500-C1W-BF15A/027358/W9340639 (PORTABLE OXYGEN CYLINDER),AF2,CMA,D,13,27.07.2025,20.07.2025,CMA28950,9340639
REPLACE 5500-C1W-BF15A/368682/W10405832 (PORTABLE OXYGEN CYLINDER),AF2,CMB,D,13,27.07.2025,---,0,10405832
REPLACE 90002317-2WT/JUL10-2893/W11704621 (MAIN WHEEL TIRE ASSY),R02,GIK,C,91,27.07.2025,---,0,11704621
IC05/W9106511 /INTERMEDIATE CHECK 5,,CDY,H,131:19,28.07.2025,24.07.2025,CDY64027,9106511
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CDY,D,14,28.07.2025,---,0,
E190-56-0001/COCKPIT WINDSHIELD LH REPETITIVE INSPECTIONS,,CDZ,H,126:31,28.07.2025,---,0,
E190-56-0002/COCKPIT WINDSHIELD RH REPETITIVE INSPECTIONS,,CDZ,H,126:31,28.07.2025,---,0,
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CDZ,D,14,28.07.2025,---,0,
CF34-10E5A1G07/994966/W10977680 SD(SPECIAL DETAILED INSPECTION) / 72-40-00-001-U,R,CDZ,H,128:18,28.07.2025,23.07.2025,CDZ63955,10977680
CF34-10E5A1G07/994966/W10977682 SD(SPECIAL DETAILED INSPECTION) / 72-51-00-001-U,R,CDZ,H,128:18,28.07.2025,23.07.2025,CDZ63955,10977682
"57-40-001-0001-U (0)/W11012517 / SLAT TRACK ATTACHMENTS, TRACK RIB LUGS, TRACK LUGS, BOLTS AND LINKS - EXTERNAL",,CDZ,C,93,28.07.2025,25.07.2025,CDZ64028,11012517
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CET,D,14,28.07.2025,---,0,
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CEU,D,14,28.07.2025,---,0,
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CEV,D,14,28.07.2025,---,0,
FF100FH/FUERA DE FASE 100 FH(1),,CHO,H,131:10,28.07.2025,---,0,
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CHO,D,14,28.07.2025,---,0,
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CHQ,D,14,28.07.2025,---,0,
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CHR,D,14,28.07.2025,---,0,
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CHS,D,14,28.07.2025,---,0,
REPLACE 5912855-01/V01007/W11643796 (MAIN BATTERY),A,CHS,H,136:03,28.07.2025,---,0,11643796
REPLACE 5912855-01/V06210/W11643792 (MAIN BATTERY),F,CHS,H,136:03,28.07.2025,---,0,11643792
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CID,D,14,28.07.2025,---,0,
REPLACE 5912855-01/X02069/W11657421 (MAIN BATTERY),A,CID,H,133:48,28.07.2025,---,0,11657421
FF100FH/FUERA DE FASE 100 FH(1),,CIE,H,134:27,28.07.2025,---,0,
E190-34-0001/WEATHER RADAR – ELECTRICAL WIRING INSPECTION,,CIE,D,14,28.07.2025,---,0,
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CIE,D,14,28.07.2025,---,0,
REPLACE 5912855-01/V02588/W11462840 (MAIN BATTERY),F,CIE,H,134:45,28.07.2025,---,0,11462840
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CIF,D,14,28.07.2025,---,0,
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CIG,D,14,28.07.2025,---,0,
FF100FH/FUERA DE FASE 100 FH(1),,CIH,H,127:38,28.07.2025,---,0,
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(1),,CIH,D,14,28.07.2025,---,0,
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CKZ,D,14,28.07.2025,---,0,
GNRL-25-0008/W11581223 /CABIN INTERIOR - AIRCRAFT DISINSECTION,,CMA,D,14,28.07.2025,20.07.2025,CMA28950,11581223
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CMA,D,14,28.07.2025,---,0,
E190-26-0002/W11122871 /P396331 /FIRE PROTECTION - COLOR CODED IDENTIFICATION FOR ELECTRICAL WIRING CON,,CMB,H,134:19,28.07.2025,---,0,11122871
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CMB,D,14,28.07.2025,---,0,
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CPI,D,14,28.07.2025,---,0,
REPLACE 4441111-077/1086806202/W9336687 (CYLINDER OXYGEN 77 CU FT),U,CPI,D,14,28.07.2025,---,0,9336687
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,CPJ,D,14,28.07.2025,---,0,
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,FPT,D,14,28.07.2025,---,0,
IC01/W11107809 /INTERMEDIATE CHECK 1,,GIK,H,131:27,28.07.2025,24.07.2025,GIK64030,11107809
E190-52-0002/W11107806 /PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO,,GIK,H,131:27,28.07.2025,24.07.2025,GIK64030,11107806
"E190-51-0002/W11107804 /CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML",,GIK,H,131:27,28.07.2025,24.07.2025,GIK64030,11107804
E190-44-0001/W11107802 /IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS,,GIK,H,131:27,28.07.2025,24.07.2025,GIK64030,11107802
E190-24-0001/W11107800 /SPDA CLEANING PROGRAM,,GIK,H,131:27,28.07.2025,24.07.2025,GIK64030,11107800
E190-25-0016/W11107801 /EGA CHART INSTALLATION CHECK,,GIK,H,131:27,28.07.2025,24.07.2025,GIK64030,11107801
E190-21-0005/W11107796 /REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS,,GIK,H,131:27,28.07.2025,24.07.2025,GIK64030,11107796
E190-21-0003/W11107795 /REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS,,GIK,H,131:27,28.07.2025,24.07.2025,GIK64030,11107795
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(1),,GIK,D,14,28.07.2025,---,0,
27-00-00-001C-U (0)/W11108662 / POWER CONTROL UNITS (PCU) - INTEGRITY TEST,,GIK,H,131:27,28.07.2025,---,0,11108662
E190-31-0008/QAR MEMORY CARD REPLACEMENT PROCESS(2),,GIQ,D,14,28.07.2025,---,0,
FF100FH/FUERA DE FASE 100 FH(1),,CDZ,H,141:17,29.07.2025,---,0,
"COMP-71-0029/W11190395 /CF34-10E - ENGINE MOUNT SYSTEM, GENERAL VISUAL INSPECTION CONSOLIDATE",L,CDZ,H,143:37,29.07.2025,18.07.2025,CDZ63649,11190395
COMP-71-0021/W9730863 /CF34-10E - ACCESSORY GEARBOX MOUNTS; GENERAL VISUAL INSPECTION,L,CDZ,H,143:37,29.07.2025,18.07.2025,CDZ63649,9730863
COMP-71-0024/W9731327 /CF34-10E - TRANSIENT BLEED VALVE; GENERAL VISUAL INSPECTION,L,CDZ,H,143:37,29.07.2025,18.07.2025,CDZ63649,9731327
FF2500FH/2000FC/12MO/W11295268 /FUERA DE FASE 2500 FH/2000 FC/12 MO,,CET,H,141:34,29.07.2025,27.07.2025,CET64040,11295268
11738221/REPLACE PN:90000581-1WTA SN:JAN07-1356 (NOSE WHEEL TIRE ASSY) INSTALLED AT: 001(POSITION 001) ...,001,CHR,C,108,29.07.2025,---,0,11738221
FF100FH/FUERA DE FASE 100 FH(1),,CID,H,138:38,29.07.2025,---,0,
FF100FH/FUERA DE FASE 100 FH(1),,CIG,H,135:28,29.07.2025,---,0,
FF350FH/FUERA DE FASE 350 FH,,CKZ,H,143:56,29.07.2025,---,0,
E190-53-0189/LV-CKZ - WING TO FUSELAGE FAIRING - RH - SPEED TAPE INSPECTION(2),,CKZ,C,98,29.07.2025,---,0,
COMP-71-0016/W10914934 /CF34-10E - MAIN IGNITER PLUG REPLACEMENT,R,GIQ,H,147:23,29.07.2025,---,0,10914934
COMP-32-0010/MLG SLIDING TUBE LUBRICATION AND NLG-MLG SLIDING TUBE (LH/RH) CLEANING,L,GIQ,C,104,29.07.2025,---,0,
COMP-32-0010/MLG SLIDING TUBE LUBRICATION AND NLG-MLG SLIDING TUBE (LH/RH) CLEANING,R,GIQ,C,104,29.07.2025,---,0,
CF34-10E5A1G07/994924/W10876494 SD(SPECIAL DETAILED INSPECTION) / 72-40-00-001-U,R,GIQ,H,147:23,29.07.2025,24.07.2025,GIQ63993,10876494
CF34-10E5A1G07/994924/W10876497 SD(SPECIAL DETAILED INSPECTION) / 72-51-00-001-U,R,GIQ,H,147:23,29.07.2025,24.07.2025,GIQ63993,10876497
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CDY,D,16,30.07.2025,---,0,
COMP-71-0071/W11598662 /CF34-10E - BSI OF THE STG 3 BLADE FOR INTERLOCK HIGH WEAR CONDITION,R,CDZ,H,151:00,30.07.2025,---,0,11598662
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CDZ,D,16,30.07.2025,---,0,
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CET,D,16,30.07.2025,---,0,
CF34-10E5A1G07/424146/W11157912 SD(SPECIAL DETAILED INSPECTION) / 72-40-00-001-U,R,CET,H,158:11,30.07.2025,29.07.2025,CET63997,11157912
CF34-10E5A1G07/424146/W11157910 SD(SPECIAL DETAILED INSPECTION) / 72-51-00-001-U,R,CET,H,158:11,30.07.2025,29.07.2025,CET63997,11157910
REPLACE 473597-18/9322/W9573205 (DETECTOR-SMOKE MODEL),AF2,CET,H,158:21,30.07.2025,---,0,9573205
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CEU,D,16,30.07.2025,---,0,
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CEV,D,16,30.07.2025,---,0,
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CHO,D,16,30.07.2025,---,0,
FF100FH/FUERA DE FASE 100 FH(1),,CHQ,H,151:26,30.07.2025,---,0,
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CHQ,D,16,30.07.2025,---,0,
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CHR,D,16,30.07.2025,---,0,
REPLACE 5912855-01/B02750/W11652391 (MAIN BATTERY),A,CHR,H,151:31,30.07.2025,---,0,11652391
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CHS,D,16,30.07.2025,---,0,
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CID,D,16,30.07.2025,---,0,
REPLACE 5500-C1W-BF15A/P10062055/W11551672 (PORTABLE OXYGEN CYLINDER),FW2,CID,D,16,30.07.2025,---,0,11551672
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CIE,D,16,30.07.2025,---,0,
FF100FH/FUERA DE FASE 100 FH(1),,CIF,H,149:05,30.07.2025,---,0,
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CIF,D,16,30.07.2025,---,0,
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CIG,D,16,30.07.2025,---,0,
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CIH,D,16,30.07.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS,,CIH,H,148:08,30.07.2025,---,0,
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CKZ,D,16,30.07.2025,---,0,
E190-34-0003/W11451262 /EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,CMA,D,16,30.07.2025,20.07.2025,CMA28950,11451262
E190-54-0020/LH PYLON LOWER LONK LUGS INSPECTION,,CMA,H,154:12,30.07.2025,---,0,
